"UF;MUNICÍPIO;IBGE;TIPOLOGIA;ZONA;NOME DO ESTABELECIMENTO;STATUS"
"RN;MOSSORO;2408003;TELECENTRO;URBANO;TELECENTRO   IFRIO GRANDE DO NORTE – CAMPUS DE MOSSORO;ATIVADO                                                                                                     "
"RN;NATAL;2408102;TC_BR;URBANO;CENTRO DE CONVIVÊNCIA IVONE ALVES;ATIVADO                                                                                                                                 "
"RN;NATAL;2408102;TC_BR;URBANO;TELECENTRO COMUNITARIO PARQUE DAS DUNAS;EM ATIVAÇÃO                                                                                                                       "
"RN;NATAL;2408102;TC_BR;URBANO;TELECENTRO COMUNITARIO QUINTAS;EM ATIVAÇÃO                                                                                                                                "
"RN;NATAL;2408102;TC_BR;URBANO;CENTRO DE REFERÊNCIA DE QUALIFICAÇÃO PARA O TRABALHO;ATIVADO                                                                                                              "
"RN;SAO TOME;2412906;BIBLIOTECA;URBANO;BIBLIOTECA PUBLICA MUNICIPAL PEDRO PEREIRA ARAUJO;ATIVADO                                                                                                         "
"RO;ALTO ALEGRE DOS PARECIS;1100379;ESCOLA;URBANO;EMEF EDUCANDARIO PAULO FREIRE;ATIVADO                                                                                                                  "
"RO;ALTO ALEGRE DOS PARECIS;1100379;ESCOLA;RURAL;EMEF FERNANDO SABINO;ATIVADO                                                                                                                            "
"RO;ALTO ALEGRE DOS PARECIS;1100379;ESCOLA;URBANO;EMEI DALVA PEREIRA DA SILVA;ATIVADO                                                                                                                    "
"RO;ALTO ALEGRE DOS PARECIS;1100379;ESCOLA;URBANO;EMEF SEVERINO BATISTA COSTA;ATIVADO                                                                                                                    "
"RO;ARIQUEMES;1100023;TC_BR;RURAL;CORRUTEP  CONSORCIO DE PRODUTORA RURAL TERRA PROMETIDA;EM ATIVAÇÃO                                                                                                     "
"RO;PORTO VELHO;1100205;TC_BR;URBANO;DEA/SAIC/MMA  FACULDADE SAO LUCAS ;ATIVADO                                                                                                                          "
"RR;BOA VISTA;1400100;TC_BR;URBANO;TELECENTRO DA PESCA MARE ASPAER;ATIVADO                                                                                                                               "
"RR;BOA VISTA;1400100;TC_BR;URBANO;TELECENTRO DA PESCA MARE COLONIA DE PESCADORES Z1;ATIVADO                                                                                                             "
"RS;CANGUCU;4304507;TC_BR;URBANO;TELECENTRO VILA NOVA - ESCOLA PRESIDENTE GETÚLIO VARGAS;ATIVADO                                                                                                         "
"RS;CAXIAS DO SUL;4305108;TC_BR;URBANO;TELECENTRO DA COMUNIDADE FATIMA;ATIVADO                                                                                                                           "
"RS;GRAVATAI;4309209;TC_BR;URBANO;CENTRO SOCIAL MARISTA MARIO QUINTANA;ATIVADO                                                                                                                           "
"RS;NOVO HAMBURGO;4313409;TC_BR;URBANO;ASSOCIACAO BENEFICENTE NOVA VIDA MUDOU PARA CRAS PRIMAVERA;ATIVADO                                                                                                "
"RS;PARAISO DO SUL;4314027;TC_BR;URBANO;TELECENTRO PARAISO DO SUL;ATIVADO                                                                                                                                "
"RS;PASSO FUNDO;4314100;NÃO INFORMADO;RURAL;SUBPREFEITURA DO DISTRITO DE SANTO ANTONIO CAPINZAL;EM ATIVAÇÃO                                                                                              "
"RS;PASSO FUNDO;4314100;NÃO INFORMADO;RURAL;SUBPREFEITURA DO DISTRITO DE SAO ROQUE;EM ATIVAÇÃO                                                                                                           "
"RS;PASSO FUNDO;4314100;UND DE SAÚDE;RURAL;AMBULATORIO DO DISTRITO DE BELA VISTA;EM ATIVAÇÃO                                                                                                             "
"RS;PASSO FUNDO;4314100;UND DE SAÚDE;RURAL;AMBULATORIO DO DISTRITO DE PULADOR;EM ATIVAÇÃO                                                                                                                "
"RS;PASSO FUNDO;4314100;UND DE SAÚDE;RURAL;AMBULATORIO DO DISTRITO DE SANTO ANTONIO DE CAPINZAL;EM ATIVAÇÃO                                                                                              "
"RS;PASSO FUNDO;4314100;UND DE SAÚDE;RURAL;AMBULATORIO DO DISTRITO DE SEDE INDEPENDENCIA;EM ATIVAÇÃO                                                                                                     "
"RS;PASSO FUNDO;4314100;NÃO INFORMADO;RURAL;SUBPREFEITURA DO DISTRITO DE BOM RECREIO;EM ATIVAÇÃO                                                                                                         "
"RS;PASSO FUNDO;4314100;NÃO INFORMADO;RURAL;SUBPREFEITURA DO DISTRITO DE PULADOR;EM ATIVAÇÃO                                                                                                             "
"RS;PORTO ALEGRE;4314902;TC_BR;URBANO;BOM JESUS  CEA;ATIVADO                                                                                                                                             "
"RS;PORTO ALEGRE;4314902;TC_BR;URBANO;INSTITUTO VIDA SOLIDARIA;ATIVADO                                                                                                                                   "
"RS;PORTO ALEGRE;4314902;TC_BR;URBANO;RESTINGA  CHACARA DO BANCO;ATIVADO                                                                                                                                 "
"RS;PORTO ALEGRE;4314902;TC_BR;URBANO;TELECENTRO CHICO MENDES;ATIVADO                                                                                                                                    "
"RS;RIO GRANDE;4315602;POSTO DE FRONTEIRA;URBANO;MB/ CAPITANIA DOS PORTOS DO RIO GRANDE DO SUL;ATIVADO                                                                                                   "
"RS;SANTA CRUZ DO SUL;4316808;TC_BR;URBANO;CENTRO MARISTA NOSSA SENHORA DA BOA ESPERANCA;EM ATIVAÇÃO                                                                                                     "
"RS;SANTANA DA BOA VISTA;4317004;TC_BR;URBANO;TELECENTRO SANTANA DA BOA VISTA - ESCOLA MARIA GENI DE OLIVEIRA;EM ATIVAÇÃO                                                                                "
"SC;AGUA DOCE;4200408;TC_BR;URBANO;TELECENTRO AGUA DOCE;ATIVADO                                                                                                                                          "
"SC;BALNEARIO CAMBORIU;4202008;TC_BR;URBANO;TELECENTRO DA PESCA MARE  COLONIA DE PESCADORES Z7;ATIVADO                                                                                                   "
"SC;CALMON;4203154;TC_BR;URBANO;TELECENTRO CALMON;ATIVADO                                                                                                                                                "
"SC;CHAPECO;4204202;TC_BR;RURAL;TELECENTRO CHAPECO;ATIVADO                                                                                                                                               "
"SC;CORONEL MARTINS;4204459;TC_BR;URBANO;TELECENTRO CORONEL MARTINS;ATIVADO                                                                                                                              "
"SC;FLORIANOPOLIS;4205407;TC_BR;URBANO;TELECENTRO DO CENTRO CULTURAL ESCRAVA ANASTACIA;ATIVADO                                                                                                           "
"SC;UNIAO DO OESTE;4218855;TC_BR;URBANO;TELECENTRO UNIAO DO OESTE;ATIVADO                                                                                                                                "
"SE;ARACAJU;2800308;POSTO DE FRONTEIRA;URBANO;MB/ CAPITANIA DOS PORTOS DE SEGIPE;ATIVADO                                                                                                                 "
"SE;CANINDE DE SAO FRANCISCO;2801207;BIBLIOTECA;URBANO;BIBLIOTECA PUBLICA MUNICIPAL PROMOTOR DE JUSTICA P;ATIVADO                                                                                        "
"SE;CAPELA;2801306;ESCOLA;RURAL;ESCOLA MUNICIPAL PROFESSORA DEBORA CRUZ;ATIVADO                                                                                                                          "
"SE;ITAPORANGA D'AJUDA;2803203;TELECENTRO;RURAL;TELECENTRO ASSOCIACAO COMUNITARIA DO POVOADO ILHA DE MEM DE SA E ADJACENCIAS;ATIVADO                                                                     "
"SE;SANTANA DO SAO FRANCISCO;2806404;BIBLIOTECA;URBANO;BIBLIOTECA MUNICIPAL MESSIAS DA SILVA PASSOS;ATIVADO                                                                                              "
"SP;AGUAS DE SANTA BARBARA;3500550;BIBLIOTECA;URBANO;B M DON NICOLAU DE FLUE GUT;ATIVADO                                                                                                                 "
"SP;ARACARIGUAMA;3502754;TC_BR;RURAL;ASSOCIACAO AMIGOS DO BAIRRO CRUZ DAS ALMAS;ATIVADO                                                                                                                  "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;CRECHE MUNICIPAL ELAINE APARECIDA PLENS CAVALHEIRO;ATIVADO                                                                                                   "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;EMEIF HONORIO CARRIEL CLETO;ATIVADO                                                                                                                          "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;CRECHE MUNICIPAL RITA MACHADO  ;ATIVADO                                                                                                                      "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;EMEF DR CELSO CHARURI;ATIVADO                                                                                                                                "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;EMEI ANTONIO CAETANO LEITE;ATIVADO                                                                                                                           "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;EMEI BENEDITO DELFINO;ATIVADO                                                                                                                                "
"SP;ARACOIABA DA SERRA;3502903;ESCOLA;RURAL;EMEIF ALBINO MARIANO RODRIGUES (BAIRRO APARECIDA EMEF);ATIVADO                                                                                               "
"SP;AREALVA;3503406;BIBLIOTECA;URBANO;BIBLIOTECA PUBLICA MUNICIPAL;EM ATIVAÇÃO                                                                                                                           "
"SP;BARRA BONITA;3505302;POSTO DE FRONTEIRA;URBANO;MB/ CAPITANIA FLUVIAL DO TIETE  PARANA;ATIVADO                                                                                                        "
"SP;BOTUCATU;3507506;TC_BR;URBANO;DEA/SAIC/MMA  ESCOLA DO MEIO AMBIENTE;ATIVADO                                                                                                                          "
"SP;CHARQUEADA;3511706;BIBLIOTECA;URBANO;B P M DONA NIDA DEDINI RICCIARDI;ATIVADO                                                                                                                        "
"SP;GUARA;3517703;BIBLIOTECA;URBANO;B P M JOSE THEODORO FIGUEIREDO;ATIVADO                                                                                                                               "
"SP;SALTO DE PIRAPORA;3545308;TC_BR;RURAL;COMUNIDADE REMANESCENTE DE QUILOMBO QUIMBUNDU CAFUNDO;ATIVADO                                                                                                  "
"SP;SAO FRANCISCO;3549003;BIBLIOTECA;URBANO;BIBLIOTECA MUNICIPAL PROFESSOR CARLOS EDUARDO NETO;ATIVADO                                                                                                   "
"TO;BABACULANDIA;1703008;TC_BR;URBANO;SEJUV BABACULANDIA;ATIVADO                                                                                                                                         "
"TO;DIVINOPOLIS DO TOCANTINS;1707108;TC_BR;URBANO;ESCOLA JOÃO DIAS SOBRINHO;ATIVADO                                                                                                                      "
"TO;IPUEIRAS;1709807;TC_BR;URBANO;SEJUV IPUEIRAS;ATIVADO                                                                                                                                                 "
"TO;MIRANORTE;1713304;TC_BR;URBANO;SEJUV MIRANORTE;ATIVADO                                                                                                                                               "
"TO;NATIVIDADE;1714203;TC_BR;URBANO;SEJUV NATIVIDADE;ATIVADO                                                                                                                                             "
"TO;PAU D'ARCO;1716307;TC_BR;URBANO;SEJUV PAU DARCO;ATIVADO                                                                                                                                              "
"TO;PONTE ALTA DO TOCANTINS;1717909;TC_BR;RURAL;CASA DIGITAL  PA SANTO ONOFRE ;EM ATIVAÇÃO                                                                                                               "
"TO;GUARAÍ;1709302;TC_BR;RURAL;ESCOLA MUNICIPAL NUCLEO SAO MIGUEL;EM ATIVAÇÃO                                                                                                                            "
"TO;SAO FELIX DO TOCANTINS;1720150;TC_BR;RURAL;CASA DIGITAL ASSOCIACAO DAS ARTESAS DO CAPIM DOURADO;EM ATIVAÇÃO                                                                                          "
"BA;CANSANCAO;2906808;ESCOLA;RURAL;ESCOLA MUNICIPAL FRANCISCO BORGES;ATIVADO                                                                                                                             "
"BA;BONITO;2904050;ESCOLA;RURAL;ESCOLA MUNICIPAL MANOEL EGIDIO;ATIVADO                                                                                                                                   "
"PR;CRUZEIRO DO OESTE;4106605;TELECENTRO;URBANO;TELECENTRO COMUNITARIO APAE;ATIVADO                                                                                                                      "
"AM;MAUES;1302900;ESCOLA;RURAL;ESC MUN BENEDITO MESSIAS DE OLIVEIRA;ATIVADO                                                                                                                              "
"PA;PORTO DE MOZ;1505908;TELECENTRO;RURAL;KIT - TELECENTRO COMUNITARIO VILA BOM JESUS;ATIVADO                                                                                                            "
"SP;AREALVA;3503406;TC_BR;RURAL;CONEXAO JOVEM;ATIVADO                                                                                                                                                    "
"SP;AREALVA;3503406;TC_BR;URBANO;TELECENTRO CONEXAO JOVEM;ATIVADO                                                                                                                                        "
"PA;CASTANHAL;1502400;TC_BR;URBANO;SEMAS- SECRETARIA MUNICIPAL DE EDUCACAO;ATIVADO                                                                                                                       "
"SP;CAMPOS DO JORDAO;3509700;TC_BR;URBANO;SEA FREI ORESTES;ATIVADO                                                                                                                                       "
"SP;GARÇA;3516705;TC_BR;URBANO;APAE DE GARCA E O APOIO DA TECNOLOGIA;ATIVADO                                                                                                                             "
"SP;PARAGUACU PAULISTA;3535507;TC_BR;URBANO;CONSTRUINDO ACOES REAIS PARA ADOLESCENTES;ATIVADO                                                                                                            "
"SP;PIRASSUNUNGA;3539301;TC_BR;RURAL;INFORMATICA PEDAGOGICA  AMMA;ATIVADO                                                                                                                                "
"SP;PRATANIA;3541059;TC_BR;URBANO;ASSOCIACAO DOS PRODUTORES RURAIS  MICRO BACIA HIDROGRAFICA RIO CLARO;ATIVADO                                                                                           "
"PR;LONDRINA;4113700;TC_BR;URBANO;ASSOCIACAO DE MULHERES BATALHADORAS DO JD FRANCISCATO;ATIVADO                                                                                                          "
"ES;VIANA;3205101;TC_BR;RURAL;INCLUSAO DIGITAL NO MEIO RURAL  VIANA;ATIVADO                                                                                                                              "
"PR;SAO JOAO DO TRIUNFO;4125100;TC_BR;URBANO;ASSOCIACAO AGR DE FAXINAL DOS ANDRADES E DOS RODRIGUES;ATIVADO                                                                                              "
"RJ;BELFORD ROXO;3300456;TC_BR;URBANO;TELECENTRO CASA LAR VIVA RIO;ATIVADO                                                                                                                               "
"PA;BRAGANCA;1501709;TC_BR;URBANO;AJURUTEUA  ASSOCIACAO DOS MORADORES DA PRAIA;EM ATIVAÇÃO                                                                                                               "
"PA;BRAGANCA;1501709;TC_BR;URBANO;ROTARY CLUB DE BRAGANCA;ATIVADO                                                                                                                                        "
"ES;RIO BANANAL;3204351;TC_BR;RURAL;CORREGO PANORAMA  INCLUSAO DIGITAL NO MEIO RURAL;ATIVADO                                                                                                             "
"MG;CONGONHAS;3118007;TC_BR;URBANO;TELECENTRO PONTO DE CULTURA ALVORADA  CONGONHAS I;ATIVADO                                                                                                             "
"MG;FORMOSO;3126208;TC_BR;RURAL;SALA DE INFORMATICA  GOIASMINAS;ATIVADO                                                                                                                                  "
"MG;POMPEU;3152006;TC_BR;RURAL;TELECENTRO DISTRITO SILVA CAMPOS;ATIVADO                                                                                                                                  "
"MG;RIACHINHO;3154457;TC_BR;URBANO;ESTACAO DIGITAL DE RIACHINHO;ATIVADO                                                                                                                                  "
"MS;CORUMBÁ;5003207;TC_BR;URBANO;ECOA  PORTO DA MANGA;ATIVADO                                                                                                                                            "
"ES;GUARAPARI;3202405;TC_BR;URBANO;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;ATIVADO                                                                                                                  "
"PA;ANANINDEUA;1500800;TC_BR;URBANO;ASSOCIACAO DO CONJUNTO HABITACIONAL JULIA SEFFER;ATIVADO                                                                                                             "
"SP;SOROCABA;3552205;TC_BR;URBANO;MONTEIRO LOBATO I;EM ATIVAÇÃO                                                                                                                                          "
"SP;TAMBAU;3553302;TC_BR;URBANO;CASA DA CRIANCA DIGITAL;ATIVADO                                                                                                                                          "
"PA;BELEM;1501402;TC_BR;URBANO;ASSOCIACAO PARAENSE DOS PORTADORES DE DEFICIENCIA VILA TETA 213;ATIVADO                                                                                                   "
"MA;GOVERNADOR LUIZ ROCHA;2104628;ESCOLA;RURAL;UE STA ISABEL;ATIVADO                                                                                                                                     "
"PB;JACARAU;2507309;ESCOLA;RURAL;EMEIF ANATILDE PAES BARRETO;ATIVADO                                                                                                                                     "
"MA;MARANHAOZINHO;2106375;ESCOLA;URBANO;UE BOA ESPERANCA;ATIVADO                                                                                                                                         "
"PB;POCO DANTAS;2512036;ESCOLA;RURAL;EMEIF AGRIMAR PEIXOTO;ATIVADO                                                                                                                                       "
"PB;POCO DANTAS;2512036;ESCOLA;RURAL;EMEIF FRANCISCO FERREIRA SANTIAGO;ATIVADO                                                                                                                           "
"PB;BARRA DE SANTA ROSA;2501609;ESCOLA;RURAL;EMEF MANUEL BATISTA DE SOUSA;ATIVADO                                                                                                                        "
"PB;ARARA;2500908;ESCOLA;RURAL;EMEIF CONEGO TEODOMIRO QUEIROZ;ATIVADO                                                                                                                                    "
"AL;ARAPIRACA;2700300;ESCOLA;RURAL;ESCOLA DE ENSINO FUNDAMENTAL BOM JARDIM;ATIVADO                                                                                                                       "
"AL;ARAPIRACA;2700300;ESCOLA;RURAL;ESCOLA DE ENSINO FUND GUIMARAES PASSOS;ATIVADO                                                                                                                        "
"SE;PORTO DA FOLHA;2805604;ESCOLA;RURAL;ESCOLA MUNICIPAL RAQUEL RODRIGUES BERNARDINO;ATIVADO                                                                                                             "
"SE;SIMAO DIAS;2807105;ESCOLA;RURAL;ESCOLA MUNICIPAL DESEMBARGADOR GERVASIO DE CARVALHO PRATA;ATIVADO                                                                                                    "
"BA;ITAGUACU DA BAHIA;2915353;ESCOLA;RURAL;ESCOLA PROFESSOR SALOMAO RIBEIRO DE SOUZA;ATIVADO                                                                                                             "
"BA;SENHOR DO BONFIM;2930105;ESCOLA;RURAL;ESCOLA MUNICIPAL DE BARAUNA;ATIVADO                                                                                                                            "
"BA;OUROLANDIA;2923357;ESCOLA;RURAL;ESCOLA MUNICIPAL ALTINO PEREIRA DOS SANTOS;ATIVADO                                                                                                                   "
"BA;OUROLANDIA;2923357;ESCOLA;URBANO;ESCOLA MUNICIPAL GUSTAVO SOUZA;ATIVADO                                                                                                                              "
"BA;IACU;2911907;ESCOLA;RURAL;ESCOLA MUNICIPAL SAO JOSE;ATIVADO                                                                                                                                          "
"CE;CASCAVEL;2303501;TELECENTRO;URBANO;CENTRO DE INCLUSAO DIGITAL DE CASCAVEL;ATIVADO                                                                                                                    "
"BA;UBAITABA;2932200;ESCOLA;URBANO;GRUPO ESCOLAR WILMA DE SOUSA MAGALHAES;ATIVADO                                                                                                                        "
"PE;CAETES;2603207;ESCOLA;RURAL;UCA ESCOLA MUNICIPAL ROSA LOURENCO DA CONCEICAO;ATIVADO                                                                                                                  "
"AL;MACEIO;2704302;PESCADORES;URBANO;GOVAL COLONIA DE PESCADORES Z1;ATIVADO                                                                                                                              "
"AM;AUTAZES;1300300;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA AUTACAZES  COMUNIDADE SAO SEBASTIAO DO RIO PRETO DO PANTALEAO;ATIVADO                                                                "
"AM;MAUES;1302900;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA MAUES  COMUNIDADENOSSA SENHORA DE NAZARE;ATIVADO                                                                                       "
"AM;MAUES;1302900;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA MAUES COMUNIDADE SANTA LUZIA;ATIVADO                                                                                                   "
"AM;MAUES;1302900;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA MAUES COMUNIDADE SANTA MARIA;ATIVADO                                                                                                   "
"AM;MAUES;1302900;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA MAUES  COMUNIDADESAO JOSE;ATIVADO                                                                                                      "
"AM;NOVO AIRAO;1303205;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA NOVO AIRAO  COMUNIDADE BOM JESUS DE PUDURAI;ATIVADO                                                                               "
"AM;BERURI;1300631;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA BERUTI  COMUNIDADENOSSA SENHORA DO CARMO;ATIVADO                                                                                      "
"AM;EIRUNEPÉ ;1301407;NÃO INFORMADO;RURAL;LPT  MINIUSINA FOTOVOLTAICA EURINEPE  COMUNIDADE MOURAO;ATIVADO                                                                                                "
"BA;MARAU;2920700;TC_BR;RURAL;TELECENTRO REGIAO DE EMPATA VIAGEM MARAUBA  ASSOCIACAO DOS QUILOMBOS DA R;ATIVADO                                                                                          "
"BA;SALVADOR;2927408;TC_BR;URBANO;TELECENTRO PATRIMONIO BANTU ACBANTU  ASSOCIACAO CULTURAL DE PRESERVACAO DO;ATIVADO                                                                                     "
"PA;INHANGAPI;1503408;TC_BR;RURAL;TELECENTRO MENINO JESUS DE PETIMANDEUA ASSOCIACAO DE REMANESCENTE QUILOMBOL;ATIVADO                                                                                    "
"PI;TERESINA;2211001;TC_BR;URBANO;TELECENTRO SANTUARIO PAI JOAO DE ARUANDA;ATIVADO                                                                                                                       "
"TO;LAGOA DA CONFUSAO;1711902;TC_BR;RURAL;TELECENTRO ALDEIA CANOANA  ACIAC;ATIVADO                                                                                                                       "
"MA;MONCAO;2106904;TC_BR;RURAL;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS REMANESCENTES DO QUILOMBO RAPOSO;EM ATIVAÇÃO                                                                                    "
"MA;MONCAO;2106904;TC_BR;RURAL;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS REMANESCENTES DO QUILOMBO FUGIDO;EM ATIVAÇÃO                                                                                    "
"SP;SÃO PAULO;3550308;TC_BR;URBANO;TELECENTRO INTECAB;ATIVADO                                                                                                                                            "
"MA;MONCAO;2106904;TC_BR;RURAL;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO SAO RAIMUNDO;EM ATIVAÇÃO                                                                                             "
"MA;MONCAO;2106904;TC_BR;RURAL;ASSOCIACAO DOS PRODUTORES RURAIS REMANESCENTE DO QUILOMBRO SITIO NOVO;ATIVADO                                                                                             "
"PR;CANDOI;4104428;TELECENTRO;URBANO;KIT - DEPARTAMENTO DE CULTURA DO MUNICIPIO DE CANDOI;ATIVADO                                                                                                        "
"BA;SALVADOR;2927408;TC_BR;URBANO;TELECENTRO AXE OPO AFONJA ASSOCIACAO CRUZ SANTA DO AXE OPO AFONJA;ATIVADO                                                                                              "
"CE;RUSSAS;2311801;TC_BR;RURAL;GERARDO SAO EMEIEF;ATIVADO                                                                                                                                                "
"BA;MANSIDAO;2920452;NÃO INFORMADO;URBANO;CADASTRO UNICO DE PROGRAMAS SOCIAIS;ATIVADO                                                                                                                    "
"RJ;CARDOSO MOREIRA;3301157;TC_BR;URBANO;TELECENTRO CARDOSO MOREIRA;ATIVADO                                                                                                                              "
"SC;XAXIM;4219705;NÃO INFORMADO;RURAL;CASA FAMILIAR RURAL DE XAXIM;ATIVADO                                                                                                                               "
"MS;DOURADOS;5003702;TC_BR;URBANO;CEIA  CENTRO DE INTEGRACAO DO ADOLESCENTE DOM ALBERTO;ATIVADO                                                                                                          "
"BA;NOVA CANAA;2922706;TC_BR;URBANO;CDC NOVA CANAA  CENTRO DE CULTURA CASA ALEMA;ATIVADO                                                                                                                 "
"AL;MACEIO;2704302;TC_BR;URBANO;TELECENTRO DA PESCA MARE DA COLONIA DE PESCADORES Z 16 MESQUITA BRAGA;ATIVADO                                                                                            "
"BA;VALENCA;2932903;TC_BR;URBANO;TELECENTRO DA PESCA MARE APEMMAR;ATIVADO                                                                                                                                "
"CE;SOLONOPOLE;2313005;TC_BR;URBANO;TELECENTRO ASSOC TRAB RURAIS MANOEL FORTUNATO;ATIVADO                                                                                                                "
"GO;URUACU;5221601;TC_BR;RURAL;TELECENTRO DA PESCA MARE  COLONIA DE PESCADORES Z4;ATIVADO                                                                                                                "
"PB;MARCACAO;2509057;TC_BR;RURAL;REDE POVOS DA FLORESTA COMUNIDADE ALDEIA CUMARU;ATIVADO                                                                                                                 "
"CE;JARDIM;2307106;TC_BR;RURAL;CASA DIGITAL  SITIO LAMEIRAO;ATIVADO                                                                                                                                      "
"CE;FORTIM;2304459;TC_BR;URBANO;TELECENTRO DA PESCA MARE  FORTIM  CE;ATIVADO                                                                                                                             "
"MS;AMAMBAI;5000609;TC_BR;URBANO;ASSOCIACAO VIVA VIDA DE AMAMBAI;ATIVADO                                                                                                                                 "
"MG;SANTA LUZIA;3157807;TC_BR;URBANO;CENTRO CATEQUETICO MARGARIDA AZEVEDO;ATIVADO                                                                                                                        "
"MG;ITAPECERICA;3133501;TC_BR;URBANO;REDE POVOS DA FLORESTA  ORGANIZACAO INDIGENA PATAXO DA ALDEIA MUA MIMATXI;ATIVADO                                                                                   "
"ES;SÃO MATEUS;3204906;NÃO INFORMADO;RURAL;CEFORMA  CENTRO DE FORMACAO MARIA OLINDA;ATIVADO                                                                                                              "
"MG;CONCEICAO DO MATO DENTRO;3117504;TC_BR;URBANO;REDE POVOS DA FLORESTA  ASCOTA;ATIVADO                                                                                                                 "
"RJ;RIO DE JANEIRO;3304557;TC_BR;URBANO;INSTITUTO POLEN  JULIO OTONI;ATIVADO                                                                                                                             "
"MG;NOVA LIMA;3144805;TC_BR;URBANO;ASSOCIACAO DO BAIRRO MINGU;ATIVADO                                                                                                                                    "
"BA;SEABRA;2929909;TC_BR;RURAL;CDC SEABRA  ESCOLA FAMILIA AGRICOLA SEABRA;ATIVADO                                                                                                                        "
"RR;IRACEMA;1400282;TC_BR;URBANO;TELECENTRO DA PESCA MARE DA COLONIA DE PESCADORES Z04;ATIVADO                                                                                                           "
"RS;PORTO ALEGRE;4314902;POSTO DE FRONTEIRA;URBANO;MB ESTACAO ANTARTICA COMANDANTE FERRAZ;EM ATIVAÇÃO                                                                                                    "
"CE;MORRINHOS;2308906;TC_BR;RURAL;TELECENTRO BOM JARDIM;ATIVADO                                                                                                                                          "
"TO;COLINAS DO TOCANTINS;1705508;NÃO INFORMADO;URBANO;SECRETARIA ESPECIAL DA JUVENTUDE;ATIVADO                                                                                                           "
"SP;OSCAR BRESSANE;3534500;CRAS;URBANO;KIT - CRAS;ATIVADO                                                                                                                                                "
"SP;BAURU;3506003;TELECENTRO;URBANO;KIT - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL;ATIVADO                                                                                                             "
"SE;JAPARATUBA;2803302;ESCOLA;URBANO;POLO UAB  JAPARATUBA;ATIVADO                                                                                                                                        "
"SP;IGUAPE;3520301;QUILOMBO;RURAL;ASSOCIACAO QUILOMBOLA SAO MIGUEL ARCANJO DO BAIRRO MORRO SECO;ATIVADO                                                                                                  "
"SP;CAMPINAS;3509502;NÃO INFORMADO;URBANO;CURSINHO ALTERNATIVO HERBERT DE SOUZA;ATIVADO                                                                                                                  "
"RS;PASSA SETE;4314068;ESCOLA;RURAL;ESC MUN ENS FUN JOSE RECH;ATIVADO                                                                                                                                    "
"RS;HULHA NEGRA;4309654;BIBLIOTECA;URBANO;TELECENTRO  BIBLIOTECA PUBLICA MUNICIPAL DR NORIS DOS SANTOS PAIVA;EM ATIVAÇÃO                                                                                 "
"RS;RONDA ALTA;4316105;PONTO DE CULTURA;RURAL;CENTRO CULTURAL KANHGAG JARE;ATIVADO                                                                                                                       "
"RS;SAO PEDRO DAS MISSOES;4319364;NÃO INFORMADO;RURAL;ASSOCIACAO DE RADIODIFUSAO COMUNITARIA CAMPONESA;ATIVADO                                                                                           "
"RN;SERRA NEGRA DO NORTE;2413409;ESCOLA;URBANO;EIDC  SERRA NEGRA DO NORTE  EM CEL MARIZ;ATIVADO                                                                                                          "
"RN;PENDENCIAS;2409902;PONTO DE CULTURA;URBANO;CASARAO DE OFICIOS;ATIVADO                                                                                                                                "
"RN;MACAIBA;2407104;PONTO DE CULTURA;RURAL;MACAIBA CULTURA E MEMORIA;ATIVADO                                                                                                                             "
"RN;ALTO DO RODRIGUES;2400703;TELECENTRO;URBANO;KIT - CENTRO DE REFERENCIA DE ASSINTENCIA SOCIAL;ATIVADO                                                                                                 "
"RJ;MIGUEL PEREIRA;3302908;CRAS;RURAL;KIT - SECRETARIA DE DESENVOLVIMENTO SOCIAL CRAS/PAIF;ATIVADO                                                                                                       "
"RJ;RIO DE JANEIRO;3304557;NÃO INFORMADO;URBANO;CENTRO CULTURAL CARTOLA MANGUEIRA ;ATIVADO                                                                                                               "
"PR;FAZENDA RIO GRANDE;4107652;CRAS;URBANO;KIT - CRAS GRALHA AZUL;ATIVADO                                                                                                                                "
